id,parsed_text,propaganda,language_code
1670,"И да, сделали это пиндосы...",t,rus
1677,⚡️‼️Управление Народной милиции информирует - всем военнослужащим оборонного ведомства необходимо подать копию паспорта РФ или ДНР в штаб своей воинской части для оформления банковской карты полевого учреждения Центрального банка Российской Федерации!,t,rus
1805,"Москва следит за предстоящими выборами в конгресс США – МИД РФ

«Разумеется, мы следим за тем, что происходит в США. Нам известно, что целый ряд республиканцев видных выступают за то, чтобы сократить объём оказания военной помощи Украине, поскольку они исходят из того, что то, что делается сегодня демократами, – нерационально», – сказал в интервью телеканалу «Звезда» замглавы ведомства Александр Грушко.

Он также отметил, что в случае победы республиканцев США могут усилить давление на европейские страны по части их военных бюджетов.

Подписывайтесь на «Абзац»",t,rus
2655,Сенат Польщі ухвалив резолюцію про визнання влади Росії терористичним режимом.,f,ua
3534,"Тихая, ползучая ИПСО, умейте отличать правду от разъедающей пропаганды!",t,ua
3535,"Какіє оґрадкі, полварєніка доєдаєм...",t,ua
1806,"КНДР отрицает поставки вооружений России – Reuters

В Северной Корее также отметили, что подобные заявления являются попытками запятнать репутацию Пхеньяна.

Подписывайтесь на «Абзац»",t,rus
3536,"Так, у нас десь так само, з прилеглими селами якщо брати.",t,ua
1807,"❗️Взрывы слышны в ряде областей Украины

По данным украинских СМИ, громко сейчас в городах Кривой Рог, Жёлтые Воды, Пятихатки и Вольногорск Днепропетровской области, в Кременчуге Полтавской области, а также в Кировоградской области.

Подписывайтесь на «Абзац»",f,rus
1706,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 10.10.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ШЕСТЬДЕСЯТ ШЕСТЬ боеприпасов из ствольной артиллерии калибром 155, 152 и 122-мм, а также минометов калибром 120 мм.

💥Огонь велся по районам ЧЕТЫРЕХ населённых пунктов Республики. В результате обстрелов ЧЕТЫРЕ мирных жителя получили ранения. Повреждены ДВАДЦАТЬ домостроений и ДВА объекта гражданской инфраструктуры. 

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ РСЗО «Град», ПЯТЬ единиц бронированной и специальной техники, а также ДВА БпЛА.

‼️Потери в живой силе противника составили до 60 человек. 

❗️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1707,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 09.10.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ПЯТЬДЕСЯТ ТРИ боеприпаса из РСЗО «Град», ствольной артиллерии калибром 155, 152 и 122-мм, а также минометов калибром 120 мм.

💥Огонь велся по районам ОДИННАДЦАТЬ населённых пунктов Республики. В результате обстрелов ТРОЕ мирных жителей погибли, ШЕСТЬ получили ранения. Повреждены СЕМНАДЦАТЬ домостроений и ТРИ объекта гражданской инфраструктуры. 

⚠️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: РСЗО «Ураган», ТРИ бронемашины, ДВА автомобиля типа «Пикап» и ТРИ БпЛА.
Потери в живой силе противника составили до 50 человек. 

♦️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1708,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 08.10.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.
❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ТРИНАДЦАТЬ боеприпасов из РСЗО «Himars», «Ураган» и «Град», ствольной артиллерии калибром 155, 152 и 122-мм, а также минометов калибром 120 мм.
💥Огонь велся по районам ДЕСЯТИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей погибли. Повреждены ДЕВЯТЬ домостроений и ДВА объекта гражданской инфраструктуры.
⚠️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ гаубицы М777, танк, ШЕСТЬ бронированных машин и ДВА БпЛА.
♦️Потери в живой силе противника составили до 40 человек.

 ❗️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1709,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 07.10.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ДВЕНАДЦАТЬ боеприпасов из ствольной артиллерии калибром 155, 152 и 122-мм, а также минометов калибром 120 мм.

💥Огонь велся по районам ВОСЬМИ населённых пунктов Республики. В результате обстрелов ОДИН мирный житель погиб, ПЯТЬ получили ранения. Повреждены ДВАДЦАТЬ ПЯТЬ домостроений и ПЯТЬ объектов гражданской инфраструктуры. 
Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВА танка, ВОСЕМЬ бронированных и специальных машин, а также ОДИН БпЛА.

♦️Потери в живой силе противника составили до 50 человек. 

❗️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1821,"Президиум генсовета «Единой России» приостановил членство депутата Костромской облдумы и владельца кафе «Полигон» Мирзоева

Решение принято на основании рекомендации комиссии по этике, говорится в сообщении пресс-службы партии.

Подписывайтесь на «Абзац»",t,rus
1822,"Генпрокурор России Краснов подписал приказы об основании прокуратур ДНР, ЛНР, Запорожской и Херсонской областей

Подписывайтесь на «Абзац»",t,rus
1823,"❗️Алжир подал официальную заявку на вступление в БРИКС

Об этом сообщают СМИ со ссылкой на спецпосланника МИД страны.

Подписывайтесь на «Абзац»",t,rus
1711,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 05.10.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.
‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ДЕВЯНОСТО ТРИ боеприпаса из ствольной артиллерии калибром 155, 152 и 122-мм, а также минометов калибром 120-мм.
💥Огонь велся по районам ВОСЬМИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей погибли, ДВОЕ получили ранения. Повреждены ПЯТЬ домостроений и ЧЕТЫРЕ объекта гражданской инфраструктуры.
❗️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: РСЗО ""Ураган"", ДВЕ огневые позиции минометных расчетов, ТРИ бронемашины и ДВА БпЛА.
⚠️Потери в живой силе противника составили до 40 человек личного состава.

 ‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1712,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 04.10.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ВОСЕМЬДЕСЯТ боеприпасов из РСЗО «Himars» и «Ураган», ствольной артиллерии калибром 155, 152 и 122-мм, а также минометов калибром 120-мм.

💥Огонь велся по районам СЕМИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей получили ранения. Повреждено ТРИНАДЦАТЬ домостроений и ДВЕНАДЦАТЬ объектов гражданской инфраструктуры. 

❗️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: артиллерийская установка, ДВА танка, ВОСЕМЬ единиц бронированной и автомобильной техники.   
Потери в живой силе противника составили до 50 человек личного состава. 

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). 

♦️Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1713,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 03.10.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

❗️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО СОРОК боеприпасов из ствольной артиллерии калибром 155, 152 и 122-мм, а также минометов калибром 120-мм.

💥Огонь велся по районам ОДИННАДЦАТИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей погибли, ТРОЕ получили ранения. Повреждено ТРИ домостроения и ДВА объекта гражданской инфраструктуры. 

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ гаубицы М777, ШЕСТЬ единиц бронированной техники и ТРИ БпЛА.   
Потери личного состава противника составили до 60 человек. 

⚠️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1830,"Ряды террористических организаций РФ пополнили три украинские

По данным Росфинмониторинга, это: 

🔺«С-14»
🔺«Добровольчий рух»
🔺«Чёрный комитет» 

Подписывайтесь на «Абзац»",t,rus
1716,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 30.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ДЕВЯНОСТО ШЕСТЬ единиц боеприпасов из ствольной артиллерии калибром 155, 152 и 122-мм, а также танков и минометов калибром 120-мм.

💥Огонь велся по районам ДЕСЯТИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей погибли, ПЯТЬ получили ранения. Повреждены ДЕСЯТЬ домостроений и ШЕСТЬ объекта гражданской инфраструктуры. 

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ артиллерийские установки, ДВЕ бронемашины и ОДИН беспилотный летательный аппарат. Потери личного состава противника составили до 30 человек личного состава. 

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1717,"⭐️⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 29.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.
‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ПЯТЬДЕСЯТ ШЕСТЬ единиц боеприпасов из ствольной артиллерии калибром 155, 152 и 122-мм, а также танков и минометов калибром 120-мм, а также применил ракету AGM-88 HARM.
💥Огонь велся по районам ДЕВЯТИ населённых пунктов Республики. В результате обстрелов повреждены ДВА домостроения и ОДИН объект гражданской инфраструктуры. 
♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.
❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ОДИН танк, ТРИ бронетранспортёра, ДВА беспилотных летательных аппарата, ТРИ единицы специальной автомобильной техники и до 40 человек личного состава. 

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1718,"⭐️⏱⭐️ 📹 Заявление официального представителя НМ ДНР по обстановке на 10.30 28.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ единиц боеприпасов из ствольной артиллерии калибром 155, 152 и 122-мм, а также танков и минометов калибром 120-мм.

💥Огонь велся по районам ДВЕНАДЦАТИ населённых пунктов Республики. В результате обстрелов ДВОЕ мирных жителей получили ранения. Повреждены ЧЕТЫРНАДЦАТЬ домостроений и ЧЕТЫРЕ объекта гражданской инфраструктуры. 

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ТРИ танка, ЧЕТЫРЕ бронетранспортёра, ТРИ беспилотных летательных аппарата, ПЯТЬ единиц специальной автомобильной техники и до 70 человек личного состава. 

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1719,"⭐️⏱⭐️ 📹 Заявление официального представителя НМ ДНР по обстановке на 10.30 27.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил СТО ДЕВЯНОСТО ЧЕТЫРЕ единицы боеприпасов из реактивных систем залпового огня «HIMARS» и БМ-27 «Ураган», ствольной артиллерии калибром 155, 152 и 122-мм.

💥Огонь велся по районам ДВЕНАДЦАТИ населённых пунктов Республики. В результате обстрелов ПЯТЬ мирных жителей получили ранения. Повреждены ДВАДЦАТЬ ДЕВЯТЬ домостроений и ПЯТЬ объектов гражданской инфраструктуры. 

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ установки РСЗО БМ-21 «Град», ДВА БпЛА, СЕМЬ единиц бронированной и специальной техники. Потери среди личного состава противника составили более 40 националистов. 

❗️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1994,По просьбе журналистов Регнум размешаю.,t,rus
1721,"⭐️⏱⭐️ Заявление официального представителя НМ ДНР по обстановке на 10.30 26.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ТРИСТА ПЯТЬДЕСЯТ ЧЕТЫРЕ единицы боеприпасов из танков, ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов.

💥Огонь велся по районам ДЕСЯТИ населённых пунктов Республики. В результате обстрелов ПЯТЬ мирных жителей получили ранения. Повреждено ДЕВЯТЬ домостроений и СЕМЬ объектов гражданской инфраструктуры. 

♦️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ДВЕ БМ-21 «Град», ТРИ грузовых автомобиля и более ДВАДЦАТИ человек личного состава. 

‼️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1722,"⭐️⏱⭐️ Заявление официального представителя НМ ДНР по обстановке на 19.30 25.09.2022 г.

⚠️За текущие сутки, по информации от Представительства СЦКК в ДНР, противник выпустил более ДВУХСОТ боеприпасов из танков, ствольной артиллерии калибром 155, 152 и 122-мм. 

💥Огонь велся по районам ДЕСЯТИ населённых пунктов Республики. В результате обстрелов ОДИН мирный житель получил ранения. Повреждено СЕМЬ домостроений и ПЯТЬ объектов гражданской инфраструктуры.

♦️Дополнительная информация о пострадавших мирных жителях и повреждениях инфраструктуры уточняется.

‼️Продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Просим соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1724,"⭐️⏱⭐️ Заявление официального представителя НМ ДНР
по обстановке на 19.30 24.09.2022 г.

⚠️За текущие сутки, по информации от Представительства СЦКК в ДНР, противник выпустил более ДВУХСОТ ДЕСЯТИ боеприпасов из реактивных систем залпового огня «HIMARS», танков, ствольной артиллерии калибром 155 и 152, а также 120-мм миномётов. 

💥Огонь велся по районам ДЕСЯТИ населённых пунктов Республики. В результате обстрелов ОДИН мирный житель погиб и СЕМЬ получили ранения. 

♦️Повреждено ТРИДЦАТЬ ОДНО домостроение и СЕМЬ объектов гражданской инфраструктуры.

‼️Дополнительная информация о пострадавших мирных жителях и повреждениях инфраструктуры уточняется.

❗️Продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Просим соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
2724,"Близько 16:00 на Миколаївщині сили протиповітряної оборони збили російський штурмовик Су-25, повідомили в Повітряних силах ЗСУ.",f,ua
1726,"⭐️⏱⭐️Заявление официального представителя НМ ДНР
по обстановке на 19.30 23.09.2022 г.

⚠️За текущие сутки, по информации от Представительства СЦКК в ДНР, противник выпустил более ПЯТИДЕСЯТИ боеприпасов из танков, ствольной артиллерии калибром 155, 152 и 122-мм.
💥Огонь велся по районам ШЕСТИ населённых пунктов Республики. В результате обстрелов повреждено ОДНО домостроение.
♦️Дополнительная информация о пострадавших мирных жителях и повреждениях инфраструктуры уточняется.

 ‼️Продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Просим соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1727,"⭐️⏱⭐️Заявление официального представителя НМ ДНР
по обстановке на 10.30 23.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.
💥За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ДЕВЯНОСТО СЕМЬ единиц боеприпасов из реактивных систем залпового огня БМ-21 «Град», танков, ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов.
♦️Огонь велся по районам СЕМИ населённых пунктов Республики. В результате обстрелов СЕМЬ мирных жителей погибли и ВОСЕМЬ получили ранения. Повреждено ПЯТНАДЦАТЬ домостроений и ПЯТЬ объектов гражданской инфраструктуры.
‼️Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

 ❗️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ОДНА артиллерийская установка, ДВА бронетранспортера, ОДИН грузовой автомобиль с боеприпасами. Потери среди личного состава противника составили более 30 националистов.

 🟥В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» (ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.",t,rus
1729,"⏱⭐️Заявление официального представителя НМ ДНР по обстановке на 10.30 22.09.2022 г.

⚠️Украинская сторона продолжает терроризировать мирное население Республики, нанося массированные артиллерийские удары по жилым кварталам и гражданской инфраструктуре, которые не являются военными объектами.

‼️За прошедшие сутки, по информации Представительства СЦКК в ДНР, противник выпустил ДВЕСТИ ДЕВЯНОСТО ШЕСТЬ единиц боеприпасов из реактивных систем залпового огня «HIMARS» 
и БМ-21 «Град», танков, ствольной артиллерии калибром 155, 152 и 122-мм, а также 120-мм миномётов.

💥Огонь велся по районам ДЕСЯТИ населённых пунктов Республики. В результате обстрелов ОДИН мирный житель погиб 
и ВОСЕМЬ получили ранения. Повреждено ДВАДЦАТЬ ШЕСТЬ домостроений и ПЯТЬ объектов гражданской инфраструктуры. 
Дополнительная информация о пострадавших мирных жителях и повреждении инфраструктуры уточняется.

‼️Совместными действиями военнослужащих Донецкой Народной Республики и Вооруженных Сил Российской Федерации уничтожено следующее вражеское вооружение и военная техника: ОДИН танк 
Т-72, два БПЛА, три бронированные машины. Потери среди личного состава противника составили более ДВАДЦАТИ националистов.

♦️В настоящее время продолжается комплекс работ по разминированию противопехотных мин ПФМ-1 «Лепесток» 
(ПФМ-1С). Убедительная просьба, соблюдать осторожность при перемещении, а также усилить контроль над детьми.

❗️Обращаемся ко всем гражданам, если Вы стали очевидцами преступлений украинских боевиков, постарайтесь скрытно провести видео или фото фиксацию данных фактов, не подвергая себя опасности. Мы гарантируем Вам анонимность. После отправки указанной информации через официальный бот (@nmdnr_bot) обратной связи Народной милиции ДНР в приложении «Телеграм», данные материалы будут использованы в качестве доказательной базы для наказания украинских военных преступников по всей строгости закона.",t,rus
1915,"Белорусские пограничники перехватили украинский дрон, применявшийся для тренировок сброса взрывных устройств

В результате анализа данных карты памяти БПЛА был подтверждён факт его запуска с украинской территории, сообщили в погранкомитете РБ.

Подписывайтесь на «Абзац»",f,rus
